"file.name","peak.number","Valine Fragment","Glycine","TMAO","Lysine Fragment","Alanine","Unknown 1","Choline","Serine","Creatinine","Proline","Valine","Betaine","Threonine","Unknown 2","Hydroxyproline","Creatine","Isoleucine","Leucine","Asparagine","Ornithine","Aspartic Acid","Hypoxanthine","Betaine Adduct","Proline Betaine","Deoxycarnitine","Glutamine","Lysine","Glutamic Acid","Histidine","Aminooctanoic Acid","Me-Lys","Carnitine","Phenylalanine","Methylhistidine","Arginine","Citrulline","Tyrosine","ADMA","SDMA","Acetylcarnitine","Tryptophan","Propionylcarnitine","Cystine","Unknown 3","CysGly-CySS"
"",13,"346054.66652153",835665.09248586,"Impute","176064.55015885",1970795.67083324,"181254.918811099",782538.94777653,1184179.25969724,1289820.37913641,3366312.27425906,"Impute","2852401.85851452",1312226.59820258,"171689.393035646","286415.855875091",522876.662911781,1194671.12690759,1951283.53925123,"1044010.92400792","683328.17922138","280327.287811063","41712.6880870746","88704.6022564683","119965.925444593","33535.5159022474",5048730.05268832,1834497.77967693,1247943.5021195,926786.381075999,"66717.1254025599",69703.9338237815,811576.565717568,823873.809835978,71471.7221315506,1208033.57005219,187315.520863037,1078089.67854339,"21879.1658942876","31604.290704537",246837.066026906,167646.431356849,"74925.1029656486",258448.365622391,"62786.5313761514","123873.129955742"
"20230202_62_73",1,"443424.78346761",779178.946170745,"129153.181244446","104281.183120462",1994224.92901962,"76698.1251176632",628695.53252366,1130995.71697392,760834.026298473,3344581.51345049,"1939603.83039702","Impute",1574622.92350547,"153193.251189909","240243.356494482",483856.594722839,1975977.85112101,1985315.70065233,"825232.580606746","Impute","229004.436658515","73223.5539785251","307137.333698805","105095.830611694","36212.9651299206",5076555.15978998,1201463.26104993,1409223.60622804,809566.677460052,"91420.5287390006",62456.7676317714,791276.715568176,768057.230850953,52859.9217959712,579318.849292506,258230.073441051,1027680.48261776,"20685.6725760669","9407.07620639818",189212.582372311,152805.076636247,"34662.5501933665",308573.691933461,"80986.9923625559","192642.613142303"
"",2,"359881.104306271",1305540.21182512,"127382.106262397","144337.638682165",1471255.14696759,"153559.330664326",377768.279468864,609332.752848602,969007.045895371,1828486.5706464,"1707538.52810192","1167224.78042691",1324016.29626856,"169086.291817865","114150.66119572",2602453.74628655,1238387.77423297,1246056.04731135,"1091736.65216936","Impute","324228.523440737","13780.6726801023","117123.273557234","137730.346838713","56090.0777100678",7228032.75490212,1628202.11118206,414197.49269957,1152322.74785207,"46179.0390532223",140738.143552597,2031196.85255887,1344028.60356137,91206.8397168966,1445936.29775779,300446.975359149,1448666.12336383,"24789.835248329","13457.5139058613",524040.756780195,168398.000718882,"41846.8798936324",608097.221578614,"79185.6480901094","88321.4943081309"
"",3,"498132.034344551",1157189.39356047,"90921.0605952953","175575.099161357",1429754.2157572,"196755.775292387",559088.616859502,693532.540899143,716885.549411636,2284934.6451643,"2392466.89704183","729622.03223071",1846986.82476439,"163303.94848379","Impute",2919931.90140721,1924415.69954254,2295696.59881738,"960656.501147791","186203.408063793","276283.3062954","27011.9275990291","46750.3735100904","1323412.06952249","46936.5203736919",7760537.67165986,1887204.81991223,674774.082914498,985769.948843329,"35915.5417210576",155833.698801437,1651863.48091154,2227909.00594936,99644.1320493574,1601033.87024775,363223.118636139,1266778.29168143,"34329.0774449849","21229.1304796938",381192.185823581,173026.880921784,"22843.1020059093",598546.640152998,"84642.1589167299","81869.4153303602"
"",4,"474163.33051836",1236667.41667314,"24028.3032470482","207384.309518351",2151824.25035804,"175057.415588993",919755.088630171,768816.52574844,613596.761514575,2299737.84497572,"2305964.65659224","1623240.23292959",2008964.91614105,"154645.217904565","193369.889103241",2453715.80839986,2296952.79516552,2483196.630219,"869781.822035016","346537.632375365","243953.618991366","40870.2622351092","145334.608179113","961966.03158303","52323.9399534326",7586409.0830381,2415493.5491248,1078564.24185621,927234.56866404,"34661.1969097094",191506.656978345,1620253.15283639,1567844.02629177,78515.1586664642,2272903.12841477,410863.153690084,1016056.26500883,"31323.6290855425","30318.5264387732",327901.341286322,574319.429237267,"39028.4843454918",403842.698297226,"112635.527250574","29497.5893020264"
"",5,"260710.383485969",808245.388738133,"79901.5710764818","83567.5348850693",1906220.04389228,"74568.4224344177",317322.415601887,346147.20994464,496996.06097223,1256678.00895631,"1369885.97172003","603769.340336287",663380.538783336,"128763.936299422","114869.993011946",1273421.15351608,1832669.05641563,888657.997602605,"839996.398320296","289471.831339523","237911.129875471","30033.8987285005","64114.9857098958","195517.49754354","30861.3081814426",4433163.97417626,924522.109414796,783351.681262185,500473.294008448,"31430.4970422231",165065.711577901,1194556.90862921,411792.665138279,166479.275015795,922906.086343208,262013.624731057,760057.62165624,"13353.5776463747","15385.7963370255",242909.513052955,236713.955056069,"27110.2835319534",314639.361545716,"51770.656414855","84717.1211716754"
"",6,"705681.300925708",842240.167695218,"138574.478544426","125550.550204225",1578241.41375124,"188043.585472758",1070585.77058525,682327.536987737,618915.597891175,1359698.75509435,"Impute","1472669.06337513",598111.127746563,"189736.311663787","161437.143821779",1338748.84248865,3023293.25263937,3023293.25263937,"633092.371727614","419898.11847164","177082.112117298","185517.155987021","161913.503838471","2843281.83020247","24956.8256525319",5827709.81802047,1307134.9743416,1468886.10134849,1083749.86133844,"27808.306443251",204809.295684797,1495428.96896207,2094010.36846303,64183.4108033417,1180806.96924615,327214.675678066,1085692.6791922,"28572.9500941456","25914.5499833714",638075.35350053,841301.599268308,"38152.9772382657",491349.708019606,"64541.6343085973","74619.9644106007"
"",7,"784437.822235011",944820.509990882,"<LOD","211477.852045878",1895427.44238945,"169122.795006844",819649.789362378,663841.600726037,689501.009491934,2044137.47574762,"3679047.23271755","1623059.02443339",1733617.76003144,"79154.2222004785","174502.565228021",1102499.3758766,2243604.68672676,4116657.01303096,"945142.367990146","415377.88371269","293389.157931907","50608.9556702488","199460.673504627","99434.9955827085","18095.5454421583",6908338.99664704,2287240.46112015,335014.958220529,813444.34873813,"28767.0097351349",75798.3231193275,1237861.38317093,1333657.24325694,77081.6476168067,1461273.00676487,220957.497967791,1574552.94788673,"19584.9361766084","14106.0589465344",266462.217174391,206578.451967329,"28314.1722199007",394298.907392292,"78336.933236955","146994.091928245"
"",8,"918663.051153842",813705.525521777,"785596.928170942","327256.506357709",2422272.51424611,"215224.312491428",415668.952752839,641348.056223312,881853.050694628,2439122.76715755,"4274747.33080634","1013816.57861761",2781424.88316675,"<LOD","77426.646928199",1451550.59637031,2321441.61319273,5019876.11268794,"849064.173241766","874924.267920355","237922.797048097","46486.1005832959","107483.490973626","50986.6703426335","25249.0029323355",7735500.87814426,3738861.67411307,517719.563834613,991683.166656748,"<LOD",79817.7062114389,1146526.21260674,1201427.16908643,54378.9113924663,1967759.8664904,267298.008214005,1907210.42039618,"21074.863948599","10487.9409326174",124869.264068784,260236.973348278,"22767.3325815587",439648.320676845,"91670.1726540149","163377.433219668"
"",9,"947929.143085219",787844.119762398,"Impute","511862.638109429",2593977.92953954,"252903.187524904",552079.60521662,589460.704597683,857830.10627094,2919934.21780544,"4180560.13631795","1109000.34338017",2008414.39952502,"<LOD","68741.1795452678",2294197.96604,1963801.21361173,4357896.92020173,"891543.096539133","939590.494114022","279092.201141513","82440.7184271762","101576.936226742","52301.6035665594","40421.6120070468",5935111.99893304,5248555.50110637,636787.060627706,1072533.15392274,"65994.2409399268",107709.067574022,1527896.66989493,1048266.29038936,88541.8074610798,2990762.24429334,313929.046869944,1973479.23876495,"24421.9138344215","9400.4842461494",167497.636648557,251833.89129965,"18086.2075242755",508412.19242574,"56119.8869441776","179646.693086745"
"",10,"487870.596972802",842801.134346622,"Impute","96113.8268888129",1495422.52656867,"105069.705852041",461255.259847959,551096.681582885,471074.050058128,1546579.13385794,"2291777.56453368","978434.628822196",759432.850601818,"<LOD","67394.6881301431",2854768.07270058,928452.62278268,1839424.83165012,"550057.642274126","391698.604905471","160724.373725795","70014.9075451599","99052.3335789688","279112.852482811","23616.6979044524",1478406.82877198,1159019.77138416,1986188.77720718,729470.696396054,"36832.4861082681",48849.1499397446,1043569.24199487,1199211.07941387,66822.4756838056,673467.80131684,181612.384693312,1067717.8018696,"11027.6740180034","<LOD",224834.894399781,287211.808386286,"49626.4668028704",290609.975023057,"53661.3073431124","51938.1449790082"
"",11,"614917.431180478",986237.015416704,"Impute","278682.27107712",1803135.41089266,"156852.719696734",671303.745150178,769635.011697128,1062151.76088809,2204973.99765305,"2628423.04421281","1461558.38551478",1399389.00860363,"108700.030095524","173477.447377026",1708884.7002698,1286155.58386526,2364905.4024344,"847412.412214223","781883.318164403","240441.521343892","64158.3575552033","137272.5331982","276195.415050499","39661.1993885761",5275858.78650687,2856882.55321193,833451.020738054,1238334.28861871,"49938.7325832866",89840.6410035377,1279588.23384885,1842558.90154785,160025.373218737,1419619.90098217,226758.220216022,1265525.88582229,"14984.5476476314","18112.8265974262",423489.847398842,198134.134734614,"86462.7755127533",443571.32559549,"63589.7780948697","145162.70157879"
"",12,"396189.733293841",651462.101934052,"Impute","121895.675707372",661004.240345571,"98924.772836519",433934.680681612,427821.220920832,531753.747837211,700597.079927084,"1622070.60290202","1221333.2495086",583884.676649201,"<LOD","32539.5308296404",2223508.69627423,617899.706700736,1597814.559096,"723238.33570166","434695.853175018","199428.664365825","82454.5293050434","119905.869733887","103177.506123796","31496.0987010256",2353816.29012627,1546291.05180862,615942.014041156,1210957.54835895,"29998.6670531608",45491.9685579153,829505.748388415,1598973.39516562,64605.3090918741,444818.871317557,98304.300413564,1102773.75903689,"14220.9947921523","14431.3364554577",329781.507941878,120148.123460713,"64423.4307163342",143559.030352212,"43414.7991048044","147091.585312079"
"",13,"713335.608573918",781277.873365706,"80688.4363411007","128835.011870388",1683694.82617833,"202943.820325571",344143.088702571,704329.489880205,634976.06153649,2460735.78011193,"3530457.6442486","1691552.34506427",1858457.2226738,"<LOD","77553.4103471242",2007602.50651272,1380952.90968238,2657450.36545944,"1079090.18375389","868523.686691844","286594.827833651","<LOD","142201.460996045","3367066.68048819","29111.554114387",4797078.49489523,1469386.70132075,1009495.82479826,1560879.42612804,"40370.0971212821",57934.2975426411,1076582.32961166,2183728.06502453,118878.828981913,734023.746796485,209685.632742555,1313058.22466559,"19156.5234709542","13860.5920726279",187228.121299545,105882.113783479,"90956.5205947964",478959.922936704,"56599.5228672204","124248.583678054"
"20230202_74_85",1,"552105.306019506",692457.593854189,"63922.1259365512","126434.997882596",1345468.22445591,"134927.325773581",596303.952398358,674261.409450373,820017.243239468,2150275.61640801,"2824537.79456207","1321443.65585543",1267086.18409249,"108972.732988056","Impute",1120903.86597908,1343381.61183438,2180414.65898879,"880916.382551406","505511.162444682","247680.376756074","58136.7058618515","130916.183632447","224714.072131419","48980.0536408553",4816519.99115606,1280552.39983936,722253.374183236,867184.233098255,"60872.3810289713",66570.9103794098,1049560.47053919,1687411.11829995,65065.9071721743,1173984.21824662,344386.055074887,1079250.15364619,"23991.1841634989","22409.9035460234",284523.216481669,162868.894995288,"15010.1995440921",370245.83993968,"70813.4360100469","128422.452451547"
"",2,"1183890.12170001",1345792.43407979,"<LOD","368573.925587456",2085503.72813137,"161080.468424012",679387.725259886,1401917.00593959,556944.406244511,3375680.53795474,"5559013.19177821","1809379.95243157",2518373.35493894,"84553.3148315026","Impute",2389403.25665571,2982417.74056849,4641376.76911436,"917135.917396187","1843883.40154989","277931.283174517","46315.5447380867","150295.201952218","1104363.36740208","41071.4954691482",4644051.50041965,3994729.04106985,1279707.09379753,953670.010950161,"45888.933141853",76864.5438111619,1303377.32220195,1591968.82219049,103747.288685247,2598372.27243086,287446.225538264,2970312.87356955,"28836.0068456307","21882.6688316113",199491.603719743,399989.966500757,"43008.2704154441",559487.308572421,"44520.8552591029","136977.048750005"
"",3,"756904.866565694",858849.203166293,"147229.715324463","138795.363066497",1880063.21394803,"200443.629468837",1015046.58662446,1160307.22938199,378976.026566663,1883891.72160642,"3709858.17411285","1439878.3901611",1215227.41339037,"<LOD","295900.933758779",1092025.63791987,1020145.01392162,2472952.08646336,"614906.765611917","889589.850913665","182734.999507964","19228.1642387528","104288.334375071","2021471.55619062","9697.83035706497",5037501.79289105,1618905.22314894,1497878.00942532,1022608.68087024,"8691.52289305022",62518.6206375742,679124.332994575,2210832.6372364,379287.097031896,1255163.41674239,376134.602893629,1437991.4500984,"21800.8068942539","24665.3377125299",150624.845666178,438624.416753017,"25607.7858901293",142072.596467338,"40874.1558617197","11284.1501905576"
"",4,"513919.679970942",427366.968211036,"125503.946893954","196539.56236863",1940546.27193904,"85998.5279989498",470639.757742804,752021.309993407,249187.111184856,1960467.25605963,"2109976.43501758","1416242.43369657",3182236.28951169,"<LOD","150326.490822729",245559.295226486,1650483.33289046,3243077.22737721,"480018.870787272","525128.70206211","144872.487957243","40979.8099082391","107497.179393509","97349.8924944286","<LOD",6212473.2933428,2268515.27080894,594790.003359474,477682.701836614,"22613.3279644326",48536.0199416031,334017.990318086,1071950.38608397,51453.4087561766,835436.970831746,209448.830197367,1130761.70115214,"20668.443479455","17183.0862036368",93302.243568779,243526.286324531,"18141.9239626407",249674.710528022,"87254.2454136859","111494.972905296"
"",5,"485592.090192931",948878.090869254,"18861.6391712895","145824.521499474",2182741.32724309,"96891.1308196266",349298.766713,695170.270773529,480318.053105178,1797189.10510681,"2238765.19048833","1585391.02333087",3013156.400248,"79909.7388305637","192855.145118673",388207.48555672,1085125.35565072,3052526.24977909,"735158.144861691","610855.385400643","216065.114905369","76706.2945800369","91469.0042264213","44978.1330225631","<LOD",6782932.33198598,1691593.01871203,1485803.65156116,562849.40168868,"29006.8304053586",62756.8482073483,510083.39273145,1247302.56064002,44456.9382131579,894720.787330731,348515.888328841,1043938.69032268,"24550.0928998394","13116.8250639726",103610.609685884,161456.150115086,"22519.6739873576",400930.738492537,"102560.760921073","139627.500112469"
"",6,"518538.296540924",892736.201072843,"31457.0956613635","235330.844935057",1645661.09592922,"157263.993362191",533213.721801809,710979.058204397,514728.10685673,1750153.75344068,"2332353.65899444","1770060.58467712",3103500.44054685,"82305.0574935804","163071.913763565",540733.01051815,1419238.20608346,2843811.55598687,"777537.748683117","594338.735830944","222480.147285681","44197.1541919159","105425.478758089","13959.1878005217","19681.3293381061",6715955.71401717,2737778.69766651,1317076.07193353,551198.646059479,"28527.2826686365",57723.1186727515,659591.245479384,1186028.05731604,41197.3667981347,1103795.5370433,348141.636960714,1056754.86952698,"10313.3783769186","8638.81411127089",142914.433438442,124211.004273706,"13921.677419368",353954.547445776,"98388.233792988","133408.862051387"
"",7,"418345.72660756",769369.643548661,"Impute","164032.884955052",1588870.33596994,"179131.636955539",412553.239231369,514944.083492527,373989.521900118,1674243.24240977,"2007511.62859021","Impute",1375965.42812466,"144275.610483581","119258.586863457",1220404.27161819,1145009.36860704,2375012.72565006,"721199.773511921","415929.258724619","205957.976148589","22830.5312217673","55102.6110141752","18114.7065890747","<LOD",5409843.8357521,1711397.27023255,524400.321482979,628616.448409475,"99628.8356942845",59460.0846444323,1229772.24537963,1132971.5242192,44100.2865053468,1021023.25328125,236566.463845947,1125669.19534621,"12761.2551752808","10880.1532403883",295610.401142502,167544.687347233,"19623.6143909118",467680.71273628,"63615.7423629498","101789.533903477"
"",8,"552349.586228484",1333078.24832935,"Impute","207988.173646051",1763811.83509796,"95168.9629048429",1884987.93936273,843193.118315787,475261.848203184,1521913.68939914,"2484639.74988429","Impute",1745784.44223079,"73731.2232841183","223958.039521849",2295632.51651227,1354088.52083826,2625747.50291459,"666073.799051849","679440.793506829","189008.7037648","70343.6039130835","66040.6775119745","20895.5720943317","24764.9944076976",5822231.40523488,2376453.29044962,1413421.01042119,1325496.59359072,"137957.897413686",59567.9485177042,1797684.31584243,1339818.95209521,44216.6840601233,1238899.97546522,323113.473841765,1612563.43589725,"17279.9709578621","17069.3658453974",316112.950878472,305131.742510576,"26927.2084645597",196243.011911867,"103567.683159352","36860.1680895342"
"",9,"384921.467461971",880012.052278005,"<LOD","110021.840009499",1538720.83978888,"101021.8823236",690145.150185447,642573.851994912,824604.580995799,1864374.28453629,"1831743.99811707","Impute",710622.432093787,"<LOD","229003.156076593",1969911.35325769,633432.930532916,1093639.64550036,"1048376.64985202","495311.180498841","307851.913602119","79206.7322214741","93462.1978885415","<LOD","59023.0040224629",6426080.7710219,1294243.0534887,1004418.32331371,1413469.71675174,"88036.2683557493",172494.232988891,1216039.58754542,1714414.74963661,74614.087658392,729934.408975202,304861.047427092,1308414.12438714,"21782.3292831674","27605.3393909842",1602139.89816458,297233.029871462,"81977.7803166408",208658.245651625,"85608.2249913792","121903.381154603"
"",10,"398729.706188366",870982.76370717,"<LOD","178259.955534984",1516610.45424659,"97102.8996787806",970630.420445215,772389.752445177,896956.598916217,2108556.40264221,"1836996.78885178","1658269.34993364",724187.518470424,"103834.222708046","176132.65724683",1510127.55698855,1005483.86179914,1678801.87026187,"921899.348321088","830261.691715586","282753.981587147","80597.8281231901","72818.0649690731","17509.8321669955","53256.5311265178",6992302.69730897,2028907.49715261,737825.340806774,1342724.82137817,"56662.9379153016",165297.338286959,1567046.70125796,1854017.83239862,122116.421542707,1228432.95288857,275864.248187669,1355933.16540644,"21122.1269964311","33098.4193844514",1145249.11538888,248190.904877665,"49832.5887061348",273198.288443516,"89707.6664663538","140870.029996378"
"",11,"406146.594684129",1051373.8325491,"<LOD","185083.766247375",1840718.82812619,"169102.846136718",1284683.48739611,1017281.56503837,875079.902380615,2550981.0550851,"Impute","1934044.57984833",852127.780234376,"110885.614831812","266949.484570516",1813096.8903641,1222384.07506399,1722051.98182805,"685529.018289201","1254308.89423438","189023.364445478","91516.6646920923","91645.3148440831","22964.5834695953","53966.1769517295",7006223.49710788,2202625.60930913,957047.769146745,1478457.61318991,"68677.7659072204",218554.634686564,1554117.34032445,1713554.50636999,123661.203783858,1163563.48248651,267285.706721044,1346893.882048,"16497.4540870108","38787.5535135049",967396.658375828,353779.98940778,"12711.6901349718",171402.968046995,"92864.37882221","62716.4295375702"
"",12,"299346.062177325",603275.707456447,"<LOD","113888.189015535",947659.783131768,"123891.165996229",747109.391629299,672716.545701707,587950.548925683,1946589.06060506,"Impute","2463914.51336062",653611.880399244,"<LOD","187596.877905303",1388577.74114235,1133117.06337672,1584562.23643389,"636929.632409826","1075029.0495101","180408.390188359","44140.9238642332","103230.244411927","17311.2136682684","30835.7085119046",4026828.71732287,1467132.84242253,658258.457073734,699289.290405209,"34125.3631040595",166613.939760589,629916.622765978,790381.169079283,53204.3093322994,865831.564025276,238218.78327411,1054196.17494322,"15974.6251486464","15604.9664232614",580929.927880182,231507.152132763,"10950.9827460185",263236.134000153,"52321.4893960676","102063.736948754"
"",13,"1240856.10108413",1188318.80062641,"24880.4374784506","622540.366341076",1764499.27720802,"798988.956327347",378143.154230521,1326831.63214523,1346402.74554439,2349552.75625159,"Impute","1101024.64631402",3417539.39283476,"80102.6333102026","78799.5314158765",2917559.59953567,3555595.16338446,5479916.68199847,"1733958.99403861","1217806.32304482","507483.611340589","105576.966793064","53684.816128571","56757.4788336121","62263.3004739199",8832574.9715346,8061079.86937279,332838.24610852,1494363.74180053,"55014.7818250329",140249.977214182,1734040.00720501,2141149.24311081,109667.006329072,4098360.05728912,279652.11552348,1805410.02648041,"19328.425819765","12807.3352126402",1370009.74463819,341511.695436364,"26812.7556729122",782727.903945071,"125280.623474265","182828.874071997"
"20230202_86_97",1,"<LOD",855746.329356773,"103805.135230228","162764.500235751",2074971.467261,"12011.7070096438",321991.704544458,1035740.30024524,1316198.22061506,2124304.4358994,"4207021.72156411","807575.592454442",2675279.48310749,"<LOD","Impute",1759035.98282131,2531090.16430654,3548460.77375954,"<LOD","488629.045806572","<LOD","<LOD","96504.4914424033","39122.3181195431","38655.7783816897",6795758.39449795,2527835.30217844,318022.542680165,967586.296721013,"52677.0853290571",97220.4820595465,1499975.79594612,1618227.05122506,82913.7140018522,2904303.20405505,243689.854985837,1377140.17704496,"32499.7871422985","<LOD",448490.3993521,176158.541008855,"<LOD",630262.672316918,"67761.5359745355","<LOD"
"",2,"<LOD",852841.568267204,"22030.1380147533","248503.162128592",3225455.11851095,"16938.5119245754",369618.938416614,963719.992587234,1067640.94109086,2354346.12376269,"4407675.0872224","698092.27270377",2369122.92979429,"<LOD","Impute",1849952.65882973,2265247.69416402,3457597.84017426,"<LOD","767390.943281014","<LOD","<LOD","99179.7096911985","32103.9561593345","36401.7140241068",6138169.81737352,2699535.80638347,378148.818275348,1052952.91313938,"25371.3444147127",91690.2383198829,1395385.00690386,1544498.6158841,147711.754808702,2794986.37547536,214539.435726497,1451836.24283957,"<LOD","22202.3907822252",201797.499639957,158144.521076715,"<LOD",663093.855662032,"70362.112914034","3602.82213519274"
"",3,"<LOD",688821.964058699,"59130.7643764871","116919.089516409",1684260.72890608,"27233.6700269003",721422.235174256,739760.290371179,969803.320855073,2248263.72534261,"3067541.32326624","1448052.12134224",1379816.49784733,"93120.899080922","Impute",1365031.26497255,1678120.80512027,2602253.73671598,"<LOD","626022.164664924","<LOD","<LOD","<LOD","278157.875403134","18317.6666366371",5301812.61184171,1542907.73825567,794025.482832183,727157.284055763,"24039.1469660622",73571.7031281155,1385107.27421339,1962311.80666043,84311.6007134413,1300610.6177287,225405.046603574,1275969.64741985,"23885.0708034083","23870.7236609025",315070.032537335,169147.794862534,"<LOD",428025.873617539,"66005.8255955392","<LOD"
"",4,"<LOD",504135.673551099,"31920.8771762324","149915.207804068",3653192.4886535,"35505.0762016368",503936.25502374,637108.345015204,692486.861056723,1961332.02260218,"2463843.91517228","635063.943468039",1238839.79622855,"<LOD","239312.691004243",1020371.50955507,949487.980092134,2791580.17660093,"<LOD","681296.137141024","<LOD","<LOD","85492.1714204602","35228.0035862339","12957.872964984",4589567.81829034,1704968.32930443,286435.761074158,828082.447596123,"20535.0012834123",74522.1733536624,1195114.3039765,1271593.50708878,62843.0985935254,1453693.69860581,144929.433334605,1193557.5601242,"17821.4439391364","<LOD",160617.168573884,101523.753212916,"19346.4807023248",353377.251540867,"75758.1153434806","92960.7604418854"
"",5,"<LOD",733993.67143833,"58213.4247527657","156802.836437935",2973112.3184793,"13779.8335356436",365333.631697867,600576.097018993,1094787.82098377,1995648.42952772,"2000297.74158754","696613.952635204",1107364.04503047,"<LOD","246602.566437503",914088.735516982,918576.396920653,3293755.41138505,"<LOD","575296.702044779","<LOD","52363.295171271","89930.9780175559","61118.0511458999","15485.9511466",4389577.29774022,1613772.09570532,430227.593316912,714807.728594995,"18001.9057878053",77942.8211010389,1100864.2012752,1214743.22003576,95354.6593222869,1286601.77925193,176019.718267293,1581639.17819397,"<LOD","21541.7102045562",224988.35677292,143929.391507095,"45938.2525689568",504261.926172918,"49378.6989214208","150189.786594016"
"",6,"<LOD",613838.973722498,"76044.1720153779","197458.303900056",1412970.29422426,"27404.6620617946",734377.780953929,629003.042867666,926030.051640924,1798627.2442574,"3180108.32927473","1343088.68486767",1363333.04083988,"<LOD","141760.272103205",903299.007756858,1892537.61172807,3779931.19146697,"759872.421738791","509897.833218364","221816.84340635","38896.8565358443","162985.547299468","406314.791272828","20185.0336112328",5150471.03951785,2311131.62173391,532394.497593375,596443.037643607,"52109.5501796063",59877.1278127893,1475295.92565657,1598947.513989,80481.1165598558,1003148.66671652,219147.04061477,1535481.64475152,"<LOD","<LOD",260621.119242373,187086.151732774,"44591.2450524605",475125.670687987,"45351.7322808583","102425.838712493"
"",7,"<LOD",711326.50139596,"Impute","228404.846125763",2307866.19869379,"21354.9349854009",627019.919741319,690730.575314999,793126.235926558,1997818.80657232,"2906091.45214254","1421603.91922776",1386032.12949536,"<LOD","126677.831613987",985202.677762712,1300525.11637462,3196522.83632866,"715714.192597318","410935.672103342","214868.048281025","38896.8565358443","146184.952002865","241877.645661984","23293.9914262056",6200141.83646464,2627345.56975275,480034.075618779,644381.710876536,"34739.4360290074",57788.952806841,1296231.30715026,1590753.59428003,68051.7988282358,1356802.17903233,220423.902164701,1452247.22187573,"17237.1544534959","<LOD",154167.210055395,141860.152750692,"23094.3595437156",496943.907179173,"76231.2520657407","136248.549123277"
"",8,"<LOD",507846.93545669,"Impute","180582.680058443",1501008.46483774,"67148.9245745699",461488.505114958,489737.60185105,1117254.37858687,1328827.64616394,"2258400.8078746","Impute",894741.566099098,"<LOD","87460.4692972004",1326005.70121704,996438.804903065,2870824.54976214,"568566.665633466","359804.506186101","138636.706868045","<LOD","44937.0404828916","126817.516887137","34277.7289984629",4179943.06390854,2091133.37148628,208620.779132113,744927.033547457,"38972.6162428158",55179.7023967394,1002543.93531518,1147796.30176438,114259.283224233,944520.186968346,136821.606645933,1207838.46982326,"17205.6804019663","<LOD",243378.802221321,168226.504182579,"<LOD",361073.045793389,"28122.1418856492","93774.8939688226"
"",9,"<LOD",837054.828339593,"118789.419311793","323309.778295181",2554943.61859455,"<LOD",737666.069983733,994143.089398091,1301540.35952389,2625068.88284661,"3944263.46526656","Impute",2938035.63100504,"244225.375983327","142899.059251842",2228945.04428122,2322934.52205353,4589301.21808498,"680909.94935098","689884.702063462","174159.714880082","<LOD","187894.094042127","65758.3331822363","32704.6006718807",6579684.36309706,3885920.42175255,385366.971325741,1061890.17518448,"41213.8397367714",66769.0508804253,1827411.70361855,1850659.54610408,79569.7935377325,1930147.92232746,153879.264724914,1655941.28133113,"21171.5215673553","<LOD",211901.639028494,156174.13368904,"113543.217068023",503281.507668044,"64901.9182793181","110695.053480112"
"",10,"<LOD",1082069.27322017,"54151.7917886104","303221.89939796",2834293.92399406,"203659.121052206",517760.030964174,673649.887203717,1449536.4857837,1776997.39307491,"3105130.22650917","932910.479364687",1085646.05208531,"<LOD","187484.883053717",1719925.52233817,1484436.41983984,2833946.42916978,"886660.612100752","776407.951858626","246687.669972796","<LOD","<LOD","1030996.65143642","32790.1527466684",6256592.08341899,3130957.07168964,601372.240838723,1077477.82776802,"65699.6580828219",102825.445855882,1949451.23281589,1498655.72282983,75998.3190501701,1901948.93684849,363409.403044537,1172127.88192631,"24998.0273364262","18451.5019939277",310417.06226111,166160.096767988,"119123.211622586",571989.969647501,"77990.3115884193","148646.501197788"
"",11,"<LOD",728901.056236619,"18120.2490886142","181115.852267892",1837291.79608258,"196863.686040547",576009.83124382,645220.149313465,850054.844960639,1928499.50501244,"3532430.84263619","917583.728650547",862317.360157933,"<LOD","222208.940347415",1139759.02397582,1032390.41692496,3312056.69299276,"1509244.95037066","890921.785189636","441273.217803231","93774.2593224949","95881.427030072","61514.7514270284","43966.9881405891",6279639.2649928,2022791.35685431,1251156.45075754,1499260.95526556,"11712.612815057",64843.3860939357,522570.594610639,1678220.83385743,59526.7795309272,1000222.04029724,347386.917668835,1398515.44661362,"22772.7406387568","64485.5794666517",398313.993783293,478963.236309226,"72340.3752337955",388447.086342347,"73645.8022138477","140131.00336496"
"",12,"687609.596104214",784256.541939397,"25373.3575877335","269587.682791463",1370032.03596137,"309031.338778438",689683.200594626,680179.300876366,979555.635628771,2818719.42032838,"Impute","967776.15789141",864350.704078201,"<LOD","218691.138285358",1817134.33986517,1787344.81282675,3007987.75353342,"781760.232479285","1093776.83616126","233689.144304652","<LOD","96491.7319219386","50474.6351429219","44797.2376788775",5592996.2231806,2237995.45951745,1011401.7851651,1303495.32617848,"76333.3174397126",75172.1533412916,583250.590328384,1907328.25693414,103996.934631489,830954.077009045,294281.947386355,1488276.2759069,"25588.7850996584","68101.4082180252",785398.943901015,306529.59449709,"55882.4343216057",256365.260956686,"82549.823001342","145048.285441853"
